date,campaign_name,platform,ad_creative_type,audience_segment,impressions,clicks,conversions,spend,revenue
03-11-2024,Campaign 2,Facebook,Image,Millennials,4803,65,1,183.98,55.22
03-11-2024,Campaign 2,Facebook,Image,Gen X,4676,37,0,137.05,0
03-11-2024,Campaign 2,Facebook,Carousel,Gen Z,1600,27,0,30.29,0
03-11-2024,Campaign 2,Facebook,Carousel,Millennials,5434,133,6,134.23,363.35
03-11-2024,Campaign 2,Facebook,Carousel,Gen X,5991,119,5,218.87,402.81
04-11-2024,Campaign 2,Instagram,Video,Gen Z,8645,228,19,189.79,1403.79
04-11-2024,Campaign 2,Instagram,Video,Millennials,6649,319,38,99.76,2583.92
04-11-2024,Campaign 2,Instagram,Video,Gen X,829,17,1,17.24,83.73
04-11-2024,Campaign 2,Instagram,Image,Gen Z,3236,40,1,118.7,98.71
04-11-2024,Campaign 2,Instagram,Image,Millennials,4862,91,1,105.05,88.13
04-11-2024,Campaign 2,Instagram,Image,Gen X,433,4,0,8.75,0
04-11-2024,Campaign 2,Instagram,Carousel,Gen Z,4883,94,4,85.46,288.36
04-11-2024,Campaign 2,Instagram,Carousel,Millennials,2168,25,1,76.72,92.79
04-11-2024,Campaign 2,Instagram,Carousel,Gen X,868,13,0,18.94,0
04-11-2024,Campaign 2,TikTok,Video,Gen Z,9720,352,47,243.39,4337.16
04-11-2024,Campaign 2,TikTok,Video,Millennials,1130,27,2,37.44,171.21
04-11-2024,Campaign 2,TikTok,Video,Gen X,142,6,0,5.08,0
04-11-2024,Campaign 2,TikTok,Image,Gen Z,7663,53,2,109.98,111.76
04-11-2024,Campaign 2,TikTok,Image,Millennials,1684,28,0,62.14,0
04-11-2024,Campaign 2,TikTok,Image,Gen X,603,6,0,20.7,0
04-11-2024,Campaign 2,TikTok,Carousel,Gen Z,5223,153,6,181.2,511.34
04-11-2024,Campaign 2,TikTok,Carousel,Millennials,510,14,1,18.4,99.91
04-11-2024,Campaign 2,TikTok,Carousel,Gen X,961,26,1,18.66,99.25
04-11-2024,Campaign 2,Facebook,Video,Gen Z,1971,53,5,29,488.33
04-11-2024,Campaign 2,Facebook,Video,Millennials,8585,330,22,231.13,1411.41
04-11-2024,Campaign 2,Facebook,Video,Gen X,5168,168,16,79.81,860.02
04-11-2024,Campaign 2,Facebook,Image,Gen Z,1451,21,0,31.48,0
04-11-2024,Campaign 2,Facebook,Image,Millennials,5811,111,2,85.75,116.95
04-11-2024,Campaign 2,Facebook,Image,Gen X,4687,85,3,105.67,169.86
04-11-2024,Campaign 2,Facebook,Carousel,Gen Z,1787,45,1,57.41,84
04-11-2024,Campaign 2,Facebook,Carousel,Millennials,9464,128,6,179.29,570.91
04-11-2024,Campaign 2,Facebook,Carousel,Gen X,4607,64,4,147.65,396.15
05-11-2024,Campaign 2,Instagram,Video,Gen Z,3278,111,13,112.25,859.88
05-11-2024,Campaign 2,Instagram,Video,Millennials,3106,104,9,58.94,482.94
05-11-2024,Campaign 2,Instagram,Video,Gen X,144,4,0,3.97,0
05-11-2024,Campaign 2,Instagram,Image,Gen Z,9566,101,1,133.1,83.47
05-11-2024,Campaign 2,Instagram,Image,Millennials,2058,26,0,27.04,0
05-11-2024,Campaign 2,Instagram,Image,Gen X,910,5,0,32.46,0
05-11-2024,Campaign 2,Instagram,Carousel,Gen Z,5502,116,4,162.31,287.91
05-11-2024,Campaign 2,Instagram,Carousel,Millennials,2111,52,1,58.94,95
05-11-2024,Campaign 2,Instagram,Carousel,Gen X,513,9,0,18.32,0
05-11-2024,Campaign 2,TikTok,Video,Gen Z,6654,181,10,253.66,576.42
05-11-2024,Campaign 2,TikTok,Video,Millennials,728,24,3,16.85,225.33
05-11-2024,Campaign 2,TikTok,Video,Gen X,293,11,1,9.01,87.33
05-11-2024,Campaign 2,TikTok,Image,Gen Z,12139,112,3,172.73,183.75
05-11-2024,Campaign 2,TikTok,Image,Millennials,1622,14,0,28.98,0
05-11-2024,Campaign 2,TikTok,Image,Gen X,593,7,0,16.31,0
05-11-2024,Campaign 2,TikTok,Carousel,Gen Z,13552,310,14,458.67,1002.09
05-11-2024,Campaign 2,TikTok,Carousel,Millennials,973,27,1,31.46,98.56
05-11-2024,Campaign 2,TikTok,Carousel,Gen X,734,11,0,27.33,0
05-11-2024,Campaign 2,Facebook,Video,Gen Z,1010,48,2,18.63,134.13
05-11-2024,Campaign 2,Facebook,Video,Millennials,10019,450,45,193.87,3812.6
05-11-2024,Campaign 2,Facebook,Video,Gen X,2606,103,6,70.45,476.53
05-11-2024,Campaign 2,Facebook,Image,Gen Z,1212,16,0,22.84,0
05-11-2024,Campaign 2,Facebook,Image,Millennials,9380,101,2,149.25,100.99
05-11-2024,Campaign 2,Facebook,Image,Gen X,4442,66,3,88.51,190.45
05-11-2024,Campaign 2,Facebook,Carousel,Gen Z,1832,37,2,43.12,161.31
05-11-2024,Campaign 2,Facebook,Carousel,Millennials,8555,208,14,276.67,1173.77
05-11-2024,Campaign 2,Facebook,Carousel,Gen X,4873,99,4,185.28,388.4
06-11-2024,Campaign 2,Instagram,Video,Gen Z,9144,349,52,140.07,3318.42
06-11-2024,Campaign 2,Instagram,Video,Millennials,6728,273,15,156.58,1297.7
06-11-2024,Campaign 2,Instagram,Video,Gen X,824,19,1,12.26,77.81
06-11-2024,Campaign 2,Instagram,Image,Gen Z,6565,97,1,249.63,87.93
06-11-2024,Campaign 2,Instagram,Image,Millennials,6833,97,2,178.64,190.94
06-11-2024,Campaign 2,Instagram,Image,Gen X,362,5,0,11.72,0
06-11-2024,Campaign 2,Instagram,Carousel,Gen Z,7544,102,7,279.02,428.68
06-11-2024,Campaign 2,Instagram,Carousel,Millennials,5196,140,5,124.87,481.42
06-11-2024,Campaign 2,Instagram,Carousel,Gen X,514,13,0,8.08,0
06-11-2024,Campaign 2,TikTok,Video,Gen Z,7870,326,31,275.8,1800.69
06-11-2024,Campaign 2,TikTok,Video,Millennials,779,23,1,20.82,50.72
06-11-2024,Campaign 2,TikTok,Video,Gen X,295,6,0,4.9,0
06-11-2024,Campaign 2,TikTok,Image,Gen Z,13691,138,6,430.6,454.16
06-11-2024,Campaign 2,TikTok,Image,Millennials,1009,16,0,38.5,0
06-11-2024,Campaign 2,TikTok,Image,Gen X,277,1,0,8.46,0
06-11-2024,Campaign 2,TikTok,Carousel,Gen Z,6606,85,4,174.2,315.19
06-11-2024,Campaign 2,TikTok,Carousel,Millennials,1574,45,2,41.34,198.41
06-11-2024,Campaign 2,TikTok,Carousel,Gen X,680,19,0,13.93,0
06-11-2024,Campaign 2,Facebook,Video,Gen Z,1328,64,6,17.93,366.51
06-11-2024,Campaign 2,Facebook,Video,Millennials,8822,181,22,294.94,1552.56
06-11-2024,Campaign 2,Facebook,Video,Gen X,2474,93,9,49.67,881.06
06-11-2024,Campaign 2,Facebook,Image,Gen Z,2907,55,1,89,87.35
06-11-2024,Campaign 2,Facebook,Image,Millennials,8367,154,2,222.72,131.61
06-11-2024,Campaign 2,Facebook,Image,Gen X,4166,55,1,152.25,77.11
06-11-2024,Campaign 2,Facebook,Carousel,Gen Z,2356,27,1,38.11,66.72
06-11-2024,Campaign 2,Facebook,Carousel,Millennials,7910,124,3,191.78,224.64
06-11-2024,Campaign 2,Facebook,Carousel,Gen X,4823,97,3,162.52,217.04
07-11-2024,Campaign 2,Instagram,Video,Gen Z,8171,394,29,280.54,2633.8
07-11-2024,Campaign 2,Instagram,Video,Millennials,7784,191,27,213.32,2691.48
07-11-2024,Campaign 2,Instagram,Video,Gen X,263,7,0,6.84,0
07-11-2024,Campaign 2,Instagram,Image,Gen Z,8171,133,5,283.67,305.73
07-11-2024,Campaign 2,Instagram,Image,Millennials,7133,74,3,173.07,293.96
07-11-2024,Campaign 2,Instagram,Image,Gen X,232,3,0,6.48,0
07-11-2024,Campaign 2,Instagram,Carousel,Gen Z,6529,103,7,218.07,630.49
07-11-2024,Campaign 2,Instagram,Carousel,Millennials,3911,74,2,117.1,157.3
07-11-2024,Campaign 2,Instagram,Carousel,Gen X,318,8,0,9.03,0
07-11-2024,Campaign 2,TikTok,Video,Gen Z,6177,305,22,187.75,1599.52
07-11-2024,Campaign 2,TikTok,Video,Millennials,1387,60,6,51.4,599.2
07-11-2024,Campaign 2,TikTok,Video,Gen X,370,11,1,6.73,54.96
07-11-2024,Campaign 2,TikTok,Image,Gen Z,10736,166,8,215,695.98
07-11-2024,Campaign 2,TikTok,Image,Millennials,555,10,0,10.55,0
07-11-2024,Campaign 2,TikTok,Image,Gen X,406,5,0,5.68,0
07-11-2024,Campaign 2,TikTok,Carousel,Gen Z,5680,153,4,107.22,302.47
07-11-2024,Campaign 2,TikTok,Carousel,Millennials,1375,33,1,32.31,58.25
07-11-2024,Campaign 2,TikTok,Carousel,Gen X,240,3,0,8.85,0
07-11-2024,Campaign 2,Facebook,Video,Gen Z,1091,48,7,15.33,608.76
07-11-2024,Campaign 2,Facebook,Video,Millennials,7718,300,36,228.11,2014.53
07-11-2024,Campaign 2,Facebook,Video,Gen X,3494,142,21,53.34,1493.23
07-11-2024,Campaign 2,Facebook,Image,Gen Z,2244,32,1,37.96,77.41
07-11-2024,Campaign 2,Facebook,Image,Millennials,4173,33,0,109.44,0
07-11-2024,Campaign 2,Facebook,Image,Gen X,4649,52,1,120.51,96.05
07-11-2024,Campaign 2,Facebook,Carousel,Gen Z,2043,37,0,46.45,0
07-11-2024,Campaign 2,Facebook,Carousel,Millennials,5750,118,9,153.61,651.48
07-11-2024,Campaign 2,Facebook,Carousel,Gen X,3243,77,4,98.31,272.04
08-11-2024,Campaign 2,Instagram,Video,Gen Z,4177,187,16,124.48,1105
08-11-2024,Campaign 2,Instagram,Video,Millennials,7761,386,44,220.73,4049.82
08-11-2024,Campaign 2,Instagram,Video,Gen X,166,6,0,5.68,0
08-11-2024,Campaign 2,Instagram,Image,Gen Z,8901,54,1,277.16,60.37
08-11-2024,Campaign 2,Instagram,Image,Millennials,4929,70,2,162.36,130.08
08-11-2024,Campaign 2,Instagram,Image,Gen X,616,7,0,22.63,0
08-11-2024,Campaign 2,Instagram,Carousel,Gen Z,6554,158,3,166.85,224.8
08-11-2024,Campaign 2,Instagram,Carousel,Millennials,3136,54,1,65.9,66.36
08-11-2024,Campaign 2,Instagram,Carousel,Gen X,934,10,0,31.02,0
08-11-2024,Campaign 2,TikTok,Video,Gen Z,11927,519,69,338.04,6650.45
08-11-2024,Campaign 2,TikTok,Video,Millennials,969,24,3,21.26,180.51
08-11-2024,Campaign 2,TikTok,Video,Gen X,907,27,3,14.58,221.03
08-11-2024,Campaign 2,TikTok,Image,Gen Z,7434,117,5,195.6,321.35
08-11-2024,Campaign 2,TikTok,Image,Millennials,1630,22,0,28.95,0
08-11-2024,Campaign 2,TikTok,Image,Gen X,708,7,0,9.19,0
08-11-2024,Campaign 2,TikTok,Carousel,Gen Z,9823,110,2,239.34,181.02
08-11-2024,Campaign 2,TikTok,Carousel,Millennials,993,16,0,21.34,0
08-11-2024,Campaign 2,TikTok,Carousel,Gen X,418,7,0,6.17,0
08-11-2024,Campaign 2,Facebook,Video,Gen Z,1634,66,5,38.55,390.71
08-11-2024,Campaign 2,Facebook,Video,Millennials,8349,267,39,187.18,3520.34
08-11-2024,Campaign 2,Facebook,Video,Gen X,5185,194,13,117.38,824.99
08-11-2024,Campaign 2,Facebook,Image,Gen Z,2193,12,0,35.64,0
08-11-2024,Campaign 2,Facebook,Image,Millennials,9016,49,0,138.41,0
08-11-2024,Campaign 2,Facebook,Image,Gen X,5968,68,2,220.34,130.83
08-11-2024,Campaign 2,Facebook,Carousel,Gen Z,1095,32,0,38.19,0
08-11-2024,Campaign 2,Facebook,Carousel,Millennials,6283,133,8,242.46,568.63
08-11-2024,Campaign 2,Facebook,Carousel,Gen X,5723,70,5,82.88,275.04
09-11-2024,Campaign 2,Instagram,Video,Gen Z,3083,93,7,65.93,682.67
09-11-2024,Campaign 2,Instagram,Video,Millennials,4684,230,27,73.85,1871.59
09-11-2024,Campaign 2,Instagram,Video,Gen X,901,28,2,28.69,134.11
09-11-2024,Campaign 2,Instagram,Image,Gen Z,4840,81,3,146.05,277.79
09-11-2024,Campaign 2,Instagram,Image,Millennials,7514,39,1,108.35,59.64
09-11-2024,Campaign 2,Instagram,Image,Gen X,785,11,0,14.37,0
09-11-2024,Campaign 2,Instagram,Carousel,Gen Z,3604,56,3,126.03,203.97
09-11-2024,Campaign 2,Instagram,Carousel,Millennials,4098,103,2,124.69,148.92
09-11-2024,Campaign 2,Instagram,Carousel,Gen X,907,20,0,16.57,0
09-11-2024,Campaign 2,TikTok,Video,Gen Z,12723,421,49,313.06,4400.9
09-11-2024,Campaign 2,TikTok,Video,Millennials,1875,48,3,28.02,291.86
09-11-2024,Campaign 2,TikTok,Video,Gen X,328,9,1,8.85,54.73
09-11-2024,Campaign 2,TikTok,Image,Gen Z,14724,182,3,296,260.44
09-11-2024,Campaign 2,TikTok,Image,Millennials,1963,25,0,72.64,0
09-11-2024,Campaign 2,TikTok,Image,Gen X,455,6,0,16.28,0
09-11-2024,Campaign 2,TikTok,Carousel,Gen Z,6015,174,12,95.27,1125.96
09-11-2024,Campaign 2,TikTok,Carousel,Millennials,1844,24,0,68.15,0
09-11-2024,Campaign 2,TikTok,Carousel,Gen X,877,17,0,17.91,0
09-11-2024,Campaign 2,Facebook,Video,Gen Z,1789,77,6,35.79,317.25
09-11-2024,Campaign 2,Facebook,Video,Millennials,7175,326,28,150.88,2521.02
09-11-2024,Campaign 2,Facebook,Video,Gen X,3305,101,7,73.16,474.01
09-11-2024,Campaign 2,Facebook,Image,Gen Z,2087,38,1,54.47,91.13
09-11-2024,Campaign 2,Facebook,Image,Millennials,7387,53,1,270.46,56.18
09-11-2024,Campaign 2,Facebook,Image,Gen X,2117,20,0,44.07,0
09-11-2024,Campaign 2,Facebook,Carousel,Gen Z,2202,32,2,63.69,140.88
09-11-2024,Campaign 2,Facebook,Carousel,Millennials,6161,174,11,138.03,993.8
09-11-2024,Campaign 2,Facebook,Carousel,Gen X,4481,88,5,127.47,355.42
10-11-2024,Campaign 2,Instagram,Video,Gen Z,4698,148,8,165.25,769.08
10-11-2024,Campaign 2,Instagram,Video,Millennials,4883,178,17,69.83,1387.63
10-11-2024,Campaign 2,Instagram,Video,Gen X,393,9,0,11.28,0
10-11-2024,Campaign 2,Instagram,Image,Gen Z,4577,76,2,167.55,118.94
10-11-2024,Campaign 2,Instagram,Image,Millennials,4852,92,1,138.26,82.16
10-11-2024,Campaign 2,Instagram,Image,Gen X,745,14,0,13.78,0
10-11-2024,Campaign 2,Instagram,Carousel,Gen Z,5429,67,4,73.23,273.67
10-11-2024,Campaign 2,Instagram,Carousel,Millennials,5674,156,10,82.06,775.23
10-11-2024,Campaign 2,Instagram,Carousel,Gen X,482,6,0,16.36,0
10-11-2024,Campaign 2,TikTok,Video,Gen Z,13094,271,33,494.95,2425.89
10-11-2024,Campaign 2,TikTok,Video,Millennials,1483,56,5,47.35,479.06
10-11-2024,Campaign 2,TikTok,Video,Gen X,410,10,1,15.35,70.51
10-11-2024,Campaign 2,TikTok,Image,Gen Z,12227,156,2,268.13,116.38
10-11-2024,Campaign 2,TikTok,Image,Millennials,1968,33,1,38.47,53.09
10-11-2024,Campaign 2,TikTok,Image,Gen X,469,7,0,8.54,0
10-11-2024,Campaign 2,TikTok,Carousel,Gen Z,5637,126,5,116.33,312.28
10-11-2024,Campaign 2,TikTok,Carousel,Millennials,595,7,0,10.09,0
10-11-2024,Campaign 2,TikTok,Carousel,Gen X,506,7,0,12.13,0
10-11-2024,Campaign 2,Facebook,Video,Gen Z,2178,58,8,76.07,794.01
10-11-2024,Campaign 2,Facebook,Video,Millennials,5955,181,21,222.85,1148.84
10-11-2024,Campaign 2,Facebook,Video,Gen X,2545,121,12,81.21,1150.18
10-11-2024,Campaign 2,Facebook,Image,Gen Z,1604,9,0,53.39,0
10-11-2024,Campaign 2,Facebook,Image,Millennials,4202,51,2,74.34,111.1
10-11-2024,Campaign 2,Facebook,Image,Gen X,4579,76,1,127.78,68.8
10-11-2024,Campaign 2,Facebook,Carousel,Gen Z,2879,73,3,110.44,271.31
10-11-2024,Campaign 2,Facebook,Carousel,Millennials,6126,96,2,152.09,176.59
10-11-2024,Campaign 2,Facebook,Carousel,Gen X,4958,53,4,175.47,390.42
11-11-2024,Campaign 2,Instagram,Video,Gen Z,5150,138,17,130.21,1368.76
11-11-2024,Campaign 2,Instagram,Video,Millennials,3545,92,11,66.21,600.89
11-11-2024,Campaign 2,Instagram,Video,Gen X,213,8,0,2.81,0
11-11-2024,Campaign 2,Instagram,Image,Gen Z,9415,116,5,251.18,404.33
11-11-2024,Campaign 2,Instagram,Image,Millennials,2317,41,0,63.22,0
11-11-2024,Campaign 2,Instagram,Image,Gen X,922,5,0,33.88,0
11-11-2024,Campaign 2,Instagram,Carousel,Gen Z,6622,176,6,94.44,448.96
11-11-2024,Campaign 2,Instagram,Carousel,Millennials,7211,81,1,203.78,62.5
11-11-2024,Campaign 2,Instagram,Carousel,Gen X,632,8,0,18.04,0
11-11-2024,Campaign 2,TikTok,Video,Gen Z,6567,309,45,166.9,3565.46
11-11-2024,Campaign 2,TikTok,Video,Millennials,857,23,1,26.4,54.03
11-11-2024,Campaign 2,TikTok,Video,Gen X,355,7,0,10.06,0
11-11-2024,Campaign 2,TikTok,Image,Gen Z,14480,135,6,535.62,393.3
11-11-2024,Campaign 2,TikTok,Image,Millennials,1234,17,0,33.67,0
11-11-2024,Campaign 2,TikTok,Image,Gen X,590,5,0,9.73,0
11-11-2024,Campaign 2,TikTok,Carousel,Gen Z,6176,165,13,139.78,1250.84
11-11-2024,Campaign 2,TikTok,Carousel,Millennials,1242,23,0,17.47,0
11-11-2024,Campaign 2,TikTok,Carousel,Gen X,751,9,0,10.92,0
11-11-2024,Campaign 2,Facebook,Video,Gen Z,1569,42,3,32.95,269.55
11-11-2024,Campaign 2,Facebook,Video,Millennials,11737,545,66,344.18,5236.6
11-11-2024,Campaign 2,Facebook,Video,Gen X,5762,226,23,181.58,1402.93
11-11-2024,Campaign 2,Facebook,Image,Gen Z,2788,42,2,61.96,161.67
11-11-2024,Campaign 2,Facebook,Image,Millennials,5470,88,3,96.59,239.68
11-11-2024,Campaign 2,Facebook,Image,Gen X,4524,49,0,137.64,0
11-11-2024,Campaign 2,Facebook,Carousel,Gen Z,2308,64,3,31.71,262.69
11-11-2024,Campaign 2,Facebook,Carousel,Millennials,7764,117,6,196.68,415.91
11-11-2024,Campaign 2,Facebook,Carousel,Gen X,4560,88,5,116.74,461.8
12-11-2024,Campaign 2,Instagram,Video,Gen Z,8974,303,16,170.08,820.61
12-11-2024,Campaign 2,Instagram,Video,Millennials,4325,128,19,152.74,1734.39
12-11-2024,Campaign 2,Instagram,Video,Gen X,255,10,0,8.26,0
12-11-2024,Campaign 2,Instagram,Image,Gen Z,5124,38,0,139.91,0
12-11-2024,Campaign 2,Instagram,Image,Millennials,5334,53,1,170.72,51.76
12-11-2024,Campaign 2,Instagram,Image,Gen X,432,4,0,15.48,0
12-11-2024,Campaign 2,Instagram,Carousel,Gen Z,6055,70,1,189.61,69.93
12-11-2024,Campaign 2,Instagram,Carousel,Millennials,6023,134,5,223.28,448.67
12-11-2024,Campaign 2,Instagram,Carousel,Gen X,913,24,0,22.4,0
12-11-2024,Campaign 2,TikTok,Video,Gen Z,13992,493,48,456.01,4477.62
12-11-2024,Campaign 2,TikTok,Video,Millennials,1128,29,2,31.3,196.73
12-11-2024,Campaign 2,TikTok,Video,Gen X,422,15,2,12.52,121.19
12-11-2024,Campaign 2,TikTok,Image,Gen Z,14805,160,6,197.2,458.86
12-11-2024,Campaign 2,TikTok,Image,Millennials,1018,20,0,30.27,0
12-11-2024,Campaign 2,TikTok,Image,Gen X,390,7,0,14.27,0
12-11-2024,Campaign 2,TikTok,Carousel,Gen Z,11485,259,18,410.96,1563.53
12-11-2024,Campaign 2,TikTok,Carousel,Millennials,1696,49,3,53.03,227.62
12-11-2024,Campaign 2,TikTok,Carousel,Gen X,696,16,0,21.37,0
12-11-2024,Campaign 2,Facebook,Video,Gen Z,1392,67,5,45.11,333.67
12-11-2024,Campaign 2,Facebook,Video,Millennials,6860,294,24,102,2182.94
12-11-2024,Campaign 2,Facebook,Video,Gen X,4874,97,14,75.58,749.29
12-11-2024,Campaign 2,Facebook,Image,Gen Z,2762,35,1,96.1,78.15
12-11-2024,Campaign 2,Facebook,Image,Millennials,9187,56,1,184.42,53.83
12-11-2024,Campaign 2,Facebook,Image,Gen X,3343,33,1,72.12,62.82
12-11-2024,Campaign 2,Facebook,Carousel,Gen Z,2251,32,1,49.03,81.7
12-11-2024,Campaign 2,Facebook,Carousel,Millennials,7007,190,14,132.92,1020.86
12-11-2024,Campaign 2,Facebook,Carousel,Gen X,2101,47,2,67.4,185.93
13-11-2024,Campaign 2,Instagram,Video,Gen Z,3885,122,9,85.52,811.69
13-11-2024,Campaign 2,Instagram,Video,Millennials,7690,378,50,195.62,3105.94
13-11-2024,Campaign 2,Instagram,Video,Gen X,784,34,4,18.19,245.82
13-11-2024,Campaign 2,Instagram,Image,Gen Z,8182,108,3,305.32,211.21
13-11-2024,Campaign 2,Instagram,Image,Millennials,6302,99,3,178.41,242.15
13-11-2024,Campaign 2,Instagram,Image,Gen X,282,3,0,5.86,0
13-11-2024,Campaign 2,Instagram,Carousel,Gen Z,3930,66,1,87.55,80.41
13-11-2024,Campaign 2,Instagram,Carousel,Millennials,7827,121,3,153.2,171.99
13-11-2024,Campaign 2,Instagram,Carousel,Gen X,757,14,0,9.86,0
13-11-2024,Campaign 2,TikTok,Video,Gen Z,14358,375,26,407.86,1513.58
13-11-2024,Campaign 2,TikTok,Video,Millennials,1583,41,4,45.57,276.22
13-11-2024,Campaign 2,TikTok,Video,Gen X,537,11,1,7.12,71.81
13-11-2024,Campaign 2,TikTok,Image,Gen Z,11632,113,1,439.52,75.85
13-11-2024,Campaign 2,TikTok,Image,Millennials,706,8,0,16.8,0
13-11-2024,Campaign 2,TikTok,Image,Gen X,705,7,0,24.85,0
13-11-2024,Campaign 2,TikTok,Carousel,Gen Z,6846,119,7,175.68,594.74
13-11-2024,Campaign 2,TikTok,Carousel,Millennials,1147,13,0,23.38,0
13-11-2024,Campaign 2,TikTok,Carousel,Gen X,749,14,0,19.97,0
13-11-2024,Campaign 2,Facebook,Video,Gen Z,1356,39,2,46.24,155.22
13-11-2024,Campaign 2,Facebook,Video,Millennials,4178,184,9,137.77,537.58
13-11-2024,Campaign 2,Facebook,Video,Gen X,4033,86,11,66.65,734.5
13-11-2024,Campaign 2,Facebook,Image,Gen Z,2795,15,0,83.5,0
13-11-2024,Campaign 2,Facebook,Image,Millennials,10391,100,4,347.74,234.87
13-11-2024,Campaign 2,Facebook,Image,Gen X,5060,99,2,175.42,170.51
13-11-2024,Campaign 2,Facebook,Carousel,Gen Z,2904,35,1,75.94,99.36
13-11-2024,Campaign 2,Facebook,Carousel,Millennials,8396,176,6,153.59,525.86
13-11-2024,Campaign 2,Facebook,Carousel,Gen X,2522,41,2,66.32,126.52
14-11-2024,Campaign 2,Instagram,Video,Gen Z,6508,243,23,227.13,1908.23
14-11-2024,Campaign 2,Instagram,Video,Millennials,2115,44,3,68.2,247.77
14-11-2024,Campaign 2,Instagram,Video,Gen X,510,20,1,16.49,59.59
14-11-2024,Campaign 2,Instagram,Image,Gen Z,5593,91,2,133.43,101.4
14-11-2024,Campaign 2,Instagram,Image,Millennials,6047,92,4,189.46,390.79
14-11-2024,Campaign 2,Instagram,Image,Gen X,902,12,0,14.4,0
14-11-2024,Campaign 2,Instagram,Carousel,Gen Z,8186,221,11,313.21,614.64
14-11-2024,Campaign 2,Instagram,Carousel,Millennials,7050,171,10,194.46,938.98
14-11-2024,Campaign 2,Instagram,Carousel,Gen X,876,8,0,12.1,0
14-11-2024,Campaign 2,TikTok,Video,Gen Z,12855,334,43,358.19,2925.27
14-11-2024,Campaign 2,TikTok,Video,Millennials,1749,70,10,51.58,630.56
14-11-2024,Campaign 2,TikTok,Video,Gen X,555,19,1,11.33,72.64
14-11-2024,Campaign 2,TikTok,Image,Gen Z,11506,224,8,352.49,492.82
14-11-2024,Campaign 2,TikTok,Image,Millennials,1157,21,0,16.8,0
14-11-2024,Campaign 2,TikTok,Image,Gen X,538,4,0,9.68,0
14-11-2024,Campaign 2,TikTok,Carousel,Gen Z,8238,234,16,256.21,1051.66
14-11-2024,Campaign 2,TikTok,Carousel,Millennials,1619,40,1,35.95,83.56
14-11-2024,Campaign 2,TikTok,Carousel,Gen X,802,10,0,11.59,0
14-11-2024,Campaign 2,Facebook,Video,Gen Z,2664,58,4,97.02,205.39
14-11-2024,Campaign 2,Facebook,Video,Millennials,5678,257,18,140.61,1471.36
14-11-2024,Campaign 2,Facebook,Video,Gen X,4346,121,10,136.3,558.45
14-11-2024,Campaign 2,Facebook,Image,Gen Z,2892,53,1,65.62,89.05
14-11-2024,Campaign 2,Facebook,Image,Millennials,9177,62,2,279.33,129.09
14-11-2024,Campaign 2,Facebook,Image,Gen X,4142,80,2,111.06,172.46
14-11-2024,Campaign 2,Facebook,Carousel,Gen Z,1118,19,0,34.58,0
14-11-2024,Campaign 2,Facebook,Carousel,Millennials,5117,143,10,100.25,748.69
14-11-2024,Campaign 2,Facebook,Carousel,Gen X,3998,61,4,147.47,251.38
15-11-2024,Campaign 2,Instagram,Video,Gen Z,3174,126,14,71.4,1141.05
15-11-2024,Campaign 2,Instagram,Video,Millennials,7976,251,35,152.74,2389.56
15-11-2024,Campaign 2,Instagram,Video,Gen X,551,16,1,13.26,59.82
15-11-2024,Campaign 2,Instagram,Image,Gen Z,5221,97,3,72.28,291.41
15-11-2024,Campaign 2,Instagram,Image,Millennials,6729,102,2,190.02,159.58
15-11-2024,Campaign 2,Instagram,Image,Gen X,889,14,0,22.5,0
15-11-2024,Campaign 2,Instagram,Carousel,Gen Z,9407,186,5,238.66,297.12
15-11-2024,Campaign 2,Instagram,Carousel,Millennials,3644,42,3,65.39,249.1
15-11-2024,Campaign 2,Instagram,Carousel,Gen X,977,17,1,14.27,77.8
15-11-2024,Campaign 2,TikTok,Video,Gen Z,5357,263,18,184.01,1074.08
15-11-2024,Campaign 2,TikTok,Video,Millennials,1319,49,3,27.46,227.49
15-11-2024,Campaign 2,TikTok,Video,Gen X,559,24,1,21.19,52.49
15-11-2024,Campaign 2,TikTok,Image,Gen Z,9634,165,4,286.56,268.94
15-11-2024,Campaign 2,TikTok,Image,Millennials,727,3,0,18.3,0
15-11-2024,Campaign 2,TikTok,Image,Gen X,119,0,0,3.54,0
15-11-2024,Campaign 2,TikTok,Carousel,Gen Z,10504,210,6,373.57,536.57
15-11-2024,Campaign 2,TikTok,Carousel,Millennials,1213,15,1,19.82,93.5
15-11-2024,Campaign 2,TikTok,Carousel,Gen X,965,26,1,21.11,60.89
15-11-2024,Campaign 2,Facebook,Video,Gen Z,1800,87,7,51.66,662.1
15-11-2024,Campaign 2,Facebook,Video,Millennials,5661,166,21,140.69,1870.73
15-11-2024,Campaign 2,Facebook,Video,Gen X,5667,248,12,175.78,759.9
15-11-2024,Campaign 2,Facebook,Image,Gen Z,2531,16,0,37.18,0
15-11-2024,Campaign 2,Facebook,Image,Millennials,11383,76,1,320.85,93.36
15-11-2024,Campaign 2,Facebook,Image,Gen X,5762,82,2,95.81,116.89
15-11-2024,Campaign 2,Facebook,Carousel,Gen Z,1870,40,2,64.95,132.26
15-11-2024,Campaign 2,Facebook,Carousel,Millennials,7607,181,5,265.45,298.6
15-11-2024,Campaign 2,Facebook,Carousel,Gen X,4217,115,5,94.11,336.68
